2026-03-06 00:05:12 | INFO | host:PC-VLCEK | user:tomas.vlcek | EVENT:LOGIN_SUCCESS | IP:10.0.0.12 | port:49210 | service:winlogon
2026-03-06 12:45:23 | INFO | host:PC-BLAHA | user:katerina.blaha | EVENT:LOGOUT | IP:10.0.0.20 | port:53112 | service:winlogon
2026-03-06 12:50:14 | INFO | host:PC-KRAL | user:martin.kral | EVENT:LOGOUT | IP:10.0.0.5 | port:49880 | service:winlogon
2026-03-06 12:55:47 | INFO | host:PC-PROCHAZKA | user:jan.prochazka | EVENT:LOGOUT | IP:10.0.0.18 | port:50114 | service:winlogon
2026-03-06 13:00:33 | INFO | host:PC-DVORAK | user:petr.dvorak | EVENT:LOGOUT | IP:10.0.0.15 | port:51025 | service:winlogon
2026-03-06 13:05:12 | INFO | host:PC-SVOBODA | user:eva.svoboda | EVENT:LOGOUT | IP:192.168.1.10 | port:52110 | service:winlogon
2026-03-06 13:10:22 | INFO | host:PC-MALA | user:lucie.mala | EVENT:LOGOUT | IP:10.0.0.8 | port:52441 | service:winlogon
2026-03-06 13:15:40 | INFO | host:PC-NEMEC | user:ondrej.nemec | EVENT:LOGOUT | IP:192.168.1.12 | port:51992 | service:winlogon
2026-03-06 13:20:15 | WARNING | host:SERVER01 | user:root | EVENT:LOGIN_FAIL | IP:213.87.12.45 | port:42100 | service:sshd
2026-03-06 13:20:16 | WARNING | host:SERVER01 | user:root | EVENT:LOGIN_FAIL | IP:213.87.12.45 | port:42102 | service:sshd
2026-03-06 13:20:18 | WARNING | host:SERVER01 | user:root | EVENT:LOGIN_FAIL | IP:213.87.12.45 | port:42105 | service:sshd
2026-03-06 13:20:19 | WARNING | host:SERVER01 | user:root | EVENT:LOGIN_FAIL | IP:213.87.12.45 | port:42108 | service:sshd
2026-03-06 13:20:21 | WARNING | host:SERVER01 | user:root | EVENT:LOGIN_FAIL | IP:213.87.12.45 | port:42110 | service:sshd
2026-03-06 13:20:23 | ERROR | host:SERVER01 | user:root | EVENT:ACCOUNT_LOCKED | IP:213.87.12.45 | port:42112 | service:sshd
2026-03-06 13:30:00 | INFO | host:PC-VLCEK | user:tomas.vlcek | EVENT:LOGIN_SUCCESS | IP:10.0.0.12 | port:51220 | service:winlogon
2026-03-06 13:35:14 | INFO | host:PC-NOVAK | user:jana.novak | EVENT:LOGIN_SUCCESS | IP:192.168.1.5 | port:52114 | service:winlogon
2026-03-06 13:40:22 | INFO | host:PC-BLAHA | user:katerina.blaha | EVENT:LOGIN_SUCCESS | IP:10.0.0.20 | port:54110 | service:winlogon
2026-03-06 13:45:33 | INFO | host:PC-KRAL | user:martin.kral | EVENT:LOGIN_SUCCESS | IP:10.0.0.5 | port:50115 | service:winlogon
2026-03-06 13:50:14 | INFO | host:PC-PROCHAZKA | user:jan.prochazka | EVENT:LOGIN_SUCCESS | IP:10.0.0.18 | port:51224 | service:winlogon
2026-03-06 13:55:47 | INFO | host:PC-DVORAK | user:petr.dvorak | EVENT:LOGIN_SUCCESS | IP:10.0.0.15 | port:52110 | service:winlogon
2026-03-06 14:00:12 | INFO | host:PC-SVOBODA | user:eva.svoboda | EVENT:LOGIN_SUCCESS | IP:192.168.1.10 | port:53114 | service:winlogon
2026-03-06 14:05:30 | INFO | host:PC-MALA | user:lucie.mala | EVENT:LOGIN_SUCCESS | IP:10.0.0.8 | port:53220 | service:winlogon
2026-03-06 14:10:15 | INFO | host:PC-NEMEC | user:ondrej.nemec | EVENT:LOGIN_SUCCESS | IP:192.168.1.12 | port:52114 | service:winlogon
2026-03-06 14:15:22 | INFO | host:PC-VLCEK | user:tomas.vlcek | EVENT:FILE_ACCESS | IP:10.0.0.12 | port:51220 | service:ntfs
2026-03-06 14:20:44 | INFO | host:PC-NOVAK | user:jana.novak | EVENT:FILE_ACCESS | IP:192.168.1.5 | port:52114 | service:ntfs
2026-03-06 14:25:12 | INFO | host:PC-BLAHA | user:katerina.blaha | EVENT:FILE_ACCESS | IP:10.0.0.20 | port:54110 | service:ntfs
2026-03-06 14:30:33 | INFO | host:PC-KRAL | user:martin.kral | EVENT:FILE_ACCESS | IP:10.0.0.5 | port:50115 | service:ntfs
2026-03-06 14:35:14 | INFO | host:PC-PROCHAZKA | user:jan.prochazka | EVENT:FILE_ACCESS | IP:10.0.0.18 | port:51224 | service:ntfs
2026-03-06 14:40:00 | INFO | host:PC-DVORAK | user:petr.dvorak | EVENT:FILE_ACCESS | IP:10.0.0.15 | port:52110 | service:ntfs
2026-03-06 14:45:23 | INFO | host:PC-SVOBODA | user:eva.svoboda | EVENT:FILE_ACCESS | IP:192.168.1.10 | port:53114 | service:ntfs
2026-03-06 14:50:14 | INFO | host:PC-MALA | user:lucie.mala | EVENT:FILE_ACCESS | IP:10.0.0.8 | port:53220 | service:ntfs
2026-03-06 14:55:47 | INFO | host:PC-NEMEC | user:ondrej.nemec | EVENT:FILE_ACCESS | IP:192.168.1.12 | port:52114 | service:ntfs
2026-03-06 15:00:10 | ERROR | host:MAIL_SERVER | user:system | EVENT:SMTP_FAIL | IP:192.168.1.250 | port:25 | service:mail
2026-03-06 15:00:12 | ERROR | host:MAIL_SERVER | user:system | EVENT:SMTP_FAIL | IP:192.168.1.250 | port:25 | service:mail
2026-03-06 15:00:14 | ERROR | host:MAIL_SERVER | user:system | EVENT:SMTP_FAIL | IP:192.168.1.250 | port:25 | service:mail
2026-03-06 15:00:16 | ERROR | host:MAIL_SERVER | user:system | EVENT:SMTP_FAIL | IP:192.168.1.250 | port:25 | service:mail
2026-03-06 15:05:32 | INFO | host:PC-VLCEK | user:tomas.vlcek | EVENT:LOGOUT | IP:10.0.0.12 | port:51220 | service:winlogon
2026-03-06 15:10:45 | INFO | host:PC-NOVAK | user:jana.novak | EVENT:LOGOUT | IP:192.168.1.5 | port:52114 | service:winlogon
2026-03-06 15:15:14 | INFO | host:PC-BLAHA | user:katerina.blaha | EVENT:LOGOUT | IP:10.0.0.20 | port:54110 | service:winlogon
2026-03-06 15:20:33 | INFO | host:PC-KRAL | user:martin.kral | EVENT:LOGOUT | IP:10.0.0.5 | port:50115 | service:winlogon
2026-03-06 15:25:22 | INFO | host:PC-PROCHAZKA | user:jan.prochazka | EVENT:LOGOUT | IP:10.0.0.18 | port:51224 | service:winlogon
2026-03-06 15:30:15 | INFO | host:PC-DVORAK | user:petr.dvorak | EVENT:LOGOUT | IP:10.0.0.15 | port:52110 | service:winlogon
2026-03-06 15:35:40 | INFO | host:PC-SVOBODA | user:eva.svoboda | EVENT:LOGOUT | IP:192.168.1.10 | port:53114 | service:winlogon
2026-03-06 15:40:11 | INFO | host:PC-MALA | user:lucie.mala | EVENT:LOGOUT | IP:10.0.0.8 | port:53220 | service:winlogon
2026-03-06 15:45:23 | INFO | host:PC-NEMEC | user:ondrej.nemec | EVENT:LOGOUT | IP:192.168.1.12 | port:52114 | service:winlogon
2026-03-06 15:50:14 | INFO | host:FIREWALL | user:system | EVENT:PORT_SCAN | IP:89.248.167.131 | port:80 | service:security
2026-03-06 15:50:15 | INFO | host:FIREWALL | user:system | EVENT:PORT_SCAN | IP:89.248.167.131 | port:443 | service:security
2026-03-06 15:50:16 | INFO | host:FIREWALL | user:system | EVENT:PORT_SCAN | IP:89.248.167.131 | port:22 | service:security
2026-03-06 15:50:17 | INFO | host:FIREWALL | user:system | EVENT:PORT_SCAN | IP:89.248.167.131 | port:21 | service:security
2026-03-06 15:50:18 | INFO | host:FIREWALL | user:system | EVENT:PORT_SCAN | IP:89.248.167.131 | port:3389 | service:security
2026-03-06 16:00:00 | INFO | host:PC-VLCEK | user:tomas.vlcek | EVENT:LOGIN_SUCCESS | IP:10.0.0.12 | port:52110 | service:winlogon
2026-03-06 16:05:47 | INFO | host:PC-NOVAK | user:jana.novak | EVENT:LOGIN_SUCCESS | IP:192.168.1.5 | port:53112 | service:winlogon
2026-03-06 16:10:10 | INFO | host:PC-BLAHA | user:katerina.blaha | EVENT:LOGIN_SUCCESS | IP:10.0.0.20 | port:55114 | service:winlogon
2026-03-06 16:15:32 | INFO | host:PC-KRAL | user:martin.kral | EVENT:LOGIN_SUCCESS | IP:10.0.0.5 | port:51110 | service:winlogon
2026-03-06 16:20:45 | INFO | host:PC-PROCHAZKA | user:jan.prochazka | EVENT:LOGIN_SUCCESS | IP:10.0.0.18 | port:52115 | service:winlogon
2026-03-06 16:25:14 | INFO | host:PC-DVORAK | user:petr.dvorak | EVENT:LOGIN_SUCCESS | IP:10.0.0.15 | port:53110 | service:winlogon
2026-03-06 16:30:33 | INFO | host:PC-SVOBODA | user:eva.svoboda | EVENT:LOGIN_SUCCESS | IP:192.168.1.10 | port:54112 | service:winlogon
2026-03-06 16:35:22 | INFO | host:PC-MALA | user:lucie.mala | EVENT:LOGIN_SUCCESS | IP:10.0.0.8 | port:54220 | service:winlogon
2026-03-06 16:40:15 | INFO | host:PC-NEMEC | user:ondrej.nemec | EVENT:LOGIN_SUCCESS | IP:192.168.1.12 | port:53114 | service:winlogon
2026-03-06 16:45:40 | INFO | host:PC-VLCEK | user:tomas.vlcek | EVENT:FILE_ACCESS | IP:10.0.0.12 | port:52110 | service:ntfs
2026-03-06 16:50:11 | INFO | host:PC-NOVAK | user:jana.novak | EVENT:FILE_ACCESS | IP:192.168.1.5 | port:53112 | service:ntfs
2026-03-06 16:55:23 | INFO | host:PC-BLAHA | user:katerina.blaha | EVENT:FILE_ACCESS | IP:10.0.0.20 | port:55114 | service:ntfs
2026-03-06 17:00:14 | INFO | host:PC-KRAL | user:martin.kral | EVENT:FILE_ACCESS | IP:10.0.0.5 | port:51110 | service:ntfs
2026-03-06 17:05:47 | INFO | host:PC-PROCHAZKA | user:jan.prochazka | EVENT:FILE_ACCESS | IP:10.0.0.18 | port:52115 | service:ntfs
2026-03-06 17:10:33 | INFO | host:PC-DVORAK | user:petr.dvorak | EVENT:FILE_ACCESS | IP:10.0.0.15 | port:53110 | service:ntfs
2026-03-06 17:15:12 | INFO | host:PC-SVOBODA | user:eva.svoboda | EVENT:FILE_ACCESS | IP:192.168.1.10 | port:54112 | service:ntfs
2026-03-06 17:20:22 | INFO | host:PC-MALA | user:lucie.mala | EVENT:FILE_ACCESS | IP:10.0.0.8 | port:54220 | service:ntfs
2026-03-06 17:25:40 | INFO | host:PC-NEMEC | user:ondrej.nemec | EVENT:FILE_ACCESS | IP:192.168.1.12 | port:53114 | service:ntfs
2026-03-06 17:30:15 | INFO | host:PC-VLCEK | user:tomas.vlcek | EVENT:LOGOUT | IP:10.0.0.12 | port:52110 | service:winlogon
2026-03-06 17:35:14 | INFO | host:PC-NOVAK | user:jana.novak | EVENT:LOGOUT | IP:192.168.1.5 | port:53112 | service:winlogon
2026-03-06 17:40:22 | INFO | host:PC-BLAHA | user:katerina.blaha | EVENT:LOGOUT | IP:10.0.0.20 | port:55114 | service:winlogon
2026-03-06 17:45:33 | INFO | host:PC-KRAL | user:martin.kral | EVENT:LOGOUT | IP:10.0.0.5 | port:51110 | service:winlogon
2026-03-06 17:50:14 | INFO | host:PC-PROCHAZKA | user:jan.prochazka | EVENT:LOGOUT | IP:10.0.0.18 | port:52115 | service:winlogon
2026-03-06 17:55:47 | INFO | host:PC-DVORAK | user:petr.dvorak | EVENT:LOGOUT | IP:10.0.0.15 | port:53110 | service:winlogon
2026-03-06 18:00:12 | INFO | host:PC-SVOBODA | user:eva.svoboda | EVENT:LOGOUT | IP:192.168.1.10 | port:54112 | service:winlogon
2026-03-06 18:05:30 | INFO | host:PC-MALA | user:lucie.mala | EVENT:LOGOUT | IP:10.0.0.8 | port:54220 | service:winlogon
2026-03-06 18:10:15 | INFO | host:PC-NEMEC | user:ondrej.nemec | EVENT:LOGOUT | IP:192.168.1.12 | port:53114 | service:winlogon
2026-03-06 18:15:22 | WARNING | host:SERVER01 | user:support | EVENT:LOGIN_FAIL | IP:91.108.4.22 | port:48100 | service:sshd
2026-03-06 18:15:24 | WARNING | host:SERVER01 | user:support | EVENT:LOGIN_FAIL | IP:91.108.4.22 | port:48102 | service:sshd
2026-03-06 18:15:26 | WARNING | host:SERVER01 | user:support | EVENT:LOGIN_FAIL | IP:91.108.4.22 | port:48105 | service:sshd
2026-03-06 18:15:28 | WARNING | host:SERVER01 | user:support | EVENT:LOGIN_FAIL | IP:91.108.4.22 | port:48108 | service:sshd
2026-03-06 18:15:30 | WARNING | host:SERVER01 | user:support | EVENT:LOGIN_FAIL | IP:91.108.4.22 | port:48110 | service:sshd
2026-03-06 18:15:32 | ERROR | host:SERVER01 | user:support | EVENT:ACCOUNT_LOCKED | IP:91.108.4.22 | port:48112 | service:sshd
2026-03-06 18:30:00 | INFO | host:PC-VLCEK | user:tomas.vlcek | EVENT:LOGIN_SUCCESS | IP:10.0.0.12 | port:53110 | service:winlogon
2026-03-06 18:35:14 | INFO | host:PC-NOVAK | user:jana.novak | EVENT:LOGIN_SUCCESS | IP:192.168.1.5 | port:54112 | service:winlogon
2026-03-06 18:40:22 | INFO | host:PC-BLAHA | user:katerina.blaha | EVENT:LOGIN_SUCCESS | IP:10.0.0.20 | port:56114 | service:winlogon
2026-03-06 18:45:33 | INFO | host:PC-KRAL | user:martin.kral | EVENT:LOGIN_SUCCESS | IP:10.0.0.5 | port:52110 | service:winlogon
2026-03-06 18:50:14 | INFO | host:PC-PROCHAZKA | user:jan.prochazka | EVENT:LOGIN_SUCCESS | IP:10.0.0.18 | port:53115 | service:winlogon
2026-03-06 18:55:47 | INFO | host:PC-DVORAK | user:petr.dvorak | EVENT:LOGIN_SUCCESS | IP:10.0.0.15 | port:54110 | service:winlogon
